ID,Age,Gender,Military,Citizenship
7912,24.0,2.0,2.0,1.0
7913,29.0,1.0,1.0,1.0
7914,13.0,2.0,,1.0
7915,16.0,2.0,,2.0
7916,12.0,1.0,,1.0
7917,20.0,2.0,2.0,2.0
7918,73.0,1.0,2.0,1.0
7919,27.0,2.0,2.0,2.0
7920,13.0,1.0,,1.0
7921,11.0,1.0,,1.0
7922,68.0,2.0,2.0,1.0
7923,31.0,1.0,2.0,1.0
7924,10.0,2.0,,2.0
7925,69.0,2.0,2.0,2.0
7926,67.0,2.0,2.0,2.0
7927,109.0,2.0,2.0,1.0
7928,14.0,2.0,,1.0
7929,46.0,1.0,2.0,2.0
7930,7.0,2.0,,1.0
7931,9.0,1.0,,1.0
7932,83.0,2.0,2.0,1.0
7933,0.0,2.0,,1.0
7934,46.0,2.0,2.0,1.0
7935,49.0,2.0,2.0,1.0
7936,82.0,2.0,2.0,1.0
7937,14.0,1.0,,1.0
7938,19.0,2.0,2.0,2.0
7939,64.0,1.0,1.0,1.0
7940,52.0,1.0,2.0,2.0
7941,72.0,1.0,2.0,1.0
7942,61.0,1.0,2.0,1.0
7943,12.0,2.0,,1.0
7944,4.0,1.0,,1.0
7945,3.0,2.0,,1.0
7946,54.0,1.0,2.0,9.0
7947,63.0,1.0,1.0,1.0
7948,35.0,2.0,2.0,1.0
7949,26.0,2.0,2.0,1.0
7950,12.0,2.0,,1.0
7951,46.0,2.0,2.0,2.0
7952,22.0,2.0,2.0,2.0
7953,73.0,1.0,1.0,1.0
7954,24.0,1.0,2.0,1.0
7955,3.0,1.0,,1.0
7956,4.0,2.0,,1.0
7957,44.0,2.0,2.0,1.0
7958,0.0,2.0,,1.0
7959,18.0,1.0,2.0,1.0
7960,22.0,1.0,2.0,1.0
7961,36.0,2.0,2.0,2.0
7962,3.0,1.0,,1.0
7963,29.0,1.0,2.0,1.0
7964,39.0,2.0,2.0,1.0
7965,18.0,2.0,2.0,1.0
7966,42.0,2.0,2.0,1.0
7967,4.0,1.0,,1.0
7968,11.0,2.0,,1.0
7969,19.0,2.0,2.0,1.0
7970,37.0,1.0,2.0,1.0
7971,19.0,2.0,2.0,2.0
7972,15.0,2.0,,1.0
7973,0.0,2.0,,1.0
7974,19.0,2.0,2.0,2.0
7975,79.0,1.0,1.0,1.0
7976,12.0,1.0,,1.0
7977,19.0,2.0,2.0,1.0
7978,12.0,1.0,,1.0
7979,56.0,2.0,2.0,1.0
7980,5.0,1.0,,1.0
7981,49.0,2.0,2.0,1.0
7982,72.0,1.0,1.0,1.0
7983,18.0,1.0,2.0,1.0
7984,76.0,2.0,2.0,1.0
7985,81.0,1.0,1.0,1.0
7986,1.0,2.0,,1.0
7987,76.0,2.0,2.0,1.0
7988,0.0,1.0,,1.0
7989,47.0,1.0,2.0,1.0
7990,0.0,2.0,,1.0
7991,85.0,2.0,2.0,1.0
7992,53.0,1.0,2.0,1.0
7993,70.0,1.0,1.0,1.0
7994,81.0,1.0,1.0,1.0
7995,6.0,2.0,,1.0
7996,15.0,2.0,,9.0
7997,5.0,1.0,,1.0
7998,22.0,1.0,2.0,2.0
7999,0.0,1.0,,1.0
8000,42.0,1.0,2.0,2.0
8001,50.0,1.0,2.0,1.0
8002,15.0,1.0,,2.0
8003,68.0,2.0,2.0,1.0
8004,41.0,1.0,1.0,1.0
8005,31.0,2.0,2.0,1.0
8006,68.0,1.0,1.0,1.0
8007,34.0,2.0,2.0,1.0
8008,19.0,2.0,2.0,1.0
8009,5.0,2.0,,1.0
8010,1.0,1.0,,1.0
8011,34.0,2.0,2.0,1.0
8012,59.0,1.0,2.0,1.0
8013,45.0,1.0,2.0,1.0
8014,23.0,1.0,2.0,1.0
8015,19.0,1.0,2.0,1.0
8016,77.0,2.0,2.0,1.0
8017,78.0,1.0,2.0,2.0
8018,37.0,1.0,2.0,1.0
8019,4.0,1.0,,1.0
8020,65.0,1.0,2.0,1.0
8021,29.0,1.0,2.0,1.0
8022,19.0,1.0,2.0,1.0
8023,16.0,2.0,,1.0
8024,10.0,1.0,,1.0
8025,10.0,1.0,,1.0
8026,0.0,1.0,,1.0
8027,37.0,1.0,2.0,1.0
8028,84.0,2.0,2.0,1.0
8029,14.0,1.0,,1.0
8030,14.0,1.0,,1.0
8031,46.0,1.0,2.0,1.0
8032,9.0,2.0,,1.0
8033,67.0,2.0,2.0,1.0
8034,59.0,1.0,2.0,1.0
8035,46.0,2.0,2.0,1.0
8036,55.0,1.0,2.0,1.0
8037,28.0,1.0,2.0,7.0
8038,17.0,1.0,2.0,1.0
8039,73.0,2.0,2.0,1.0
8040,73.0,2.0,2.0,1.0
8041,5.0,1.0,,1.0
8042,15.0,1.0,,1.0
8043,3.0,1.0,,1.0
8044,65.0,2.0,2.0,1.0
8045,17.0,1.0,2.0,1.0
8046,29.0,2.0,2.0,1.0
8047,35.0,1.0,2.0,7.0
8048,40.0,2.0,2.0,2.0
8049,85.0,2.0,2.0,1.0
8050,54.0,1.0,2.0,1.0
8051,14.0,1.0,,1.0
8052,2.0,2.0,,1.0
8053,65.0,2.0,2.0,1.0
8054,12.0,2.0,,1.0
8055,81.0,1.0,2.0,1.0
8056,64.0,2.0,2.0,2.0
8057,14.0,2.0,,1.0
8058,10.0,2.0,,1.0
8059,19.0,1.0,2.0,2.0
8060,17.0,1.0,2.0,2.0
8061,0.0,1.0,,1.0
8062,66.0,1.0,1.0,1.0
8063,0.0,1.0,,1.0
8064,18.0,1.0,2.0,1.0
8065,17.0,1.0,2.0,1.0
8066,11.0,1.0,,2.0
8067,25.0,1.0,1.0,1.0
8068,60.0,2.0,2.0,1.0
8069,6.0,2.0,,1.0
8070,8.0,2.0,,1.0
8071,22.0,1.0,2.0,1.0
8072,9.0,2.0,,1.0
8073,15.0,1.0,,1.0
8074,25.0,2.0,2.0,1.0
8075,14.0,2.0,,1.0
8076,20.0,2.0,2.0,1.0
8077,40.0,2.0,2.0,1.0
8078,74.0,2.0,2.0,1.0
8079,74.0,2.0,2.0,1.0
8080,76.0,1.0,2.0,1.0
8081,50.0,1.0,1.0,1.0
8082,13.0,2.0,,1.0
8083,17.0,1.0,2.0,2.0
8084,19.0,1.0,2.0,1.0
8085,0.0,1.0,,1.0
8086,13.0,2.0,,1.0
8087,10.0,1.0,,1.0
8088,43.0,1.0,2.0,2.0
8089,13.0,2.0,,1.0
8090,4.0,2.0,,1.0
8091,16.0,2.0,,2.0
8092,27.0,2.0,2.0,1.0
8093,60.0,1.0,1.0,1.0
8094,18.0,2.0,2.0,1.0
8095,68.0,2.0,2.0,1.0
8096,56.0,1.0,2.0,2.0
8097,21.0,2.0,2.0,1.0
8098,11.0,1.0,,2.0
8099,68.0,1.0,2.0,1.0
8100,65.0,2.0,2.0,1.0
8101,15.0,2.0,,1.0
8102,5.0,2.0,,1.0
8103,2.0,2.0,,1.0
8104,23.0,2.0,2.0,2.0
8105,34.0,1.0,2.0,1.0
8106,18.0,2.0,2.0,1.0
8107,16.0,1.0,,1.0
8108,63.0,1.0,2.0,1.0
8109,47.0,2.0,2.0,1.0
8110,27.0,1.0,2.0,1.0
8111,13.0,1.0,,1.0
8112,85.0,2.0,2.0,1.0
8113,82.0,2.0,2.0,1.0
8114,16.0,2.0,,1.0
8115,9.0,1.0,,1.0
8116,14.0,1.0,,1.0
8117,30.0,2.0,2.0,1.0
8118,62.0,1.0,1.0,1.0
8119,60.0,2.0,2.0,1.0
8120,61.0,1.0,2.0,1.0
8121,16.0,1.0,,1.0
8122,16.0,1.0,,1.0
8123,17.0,2.0,2.0,1.0
8124,65.0,2.0,2.0,1.0
8125,60.0,2.0,2.0,1.0
8126,8.0,2.0,,1.0
8127,44.0,2.0,2.0,2.0
8128,1.0,1.0,,1.0
8129,17.0,2.0,2.0,1.0
8130,18.0,2.0,2.0,2.0
8131,,1.0,,1.0
8132,31.0,1.0,2.0,1.0
8133,42.0,2.0,2.0,1.0
8134,17.0,2.0,2.0,1.0
8135,11.0,1.0,,1.0
8136,12.0,2.0,,1.0
8137,1.0,1.0,,1.0
8138,33.0,1.0,2.0,2.0
8139,85.0,1.0,2.0,1.0
8140,5.0,2.0,,1.0
8141,12.0,2.0,,1.0
8142,0.0,2.0,,1.0
8143,18.0,2.0,2.0,1.0
8144,10.0,1.0,,1.0
8145,56.0,1.0,2.0,2.0
8146,8.0,2.0,,1.0
8147,4.0,2.0,,1.0
8148,41.0,1.0,2.0,1.0
8149,17.0,1.0,2.0,1.0
8150,41.0,1.0,2.0,1.0
8151,3.0,2.0,,1.0
8152,0.0,2.0,,1.0
8153,34.0,2.0,2.0,1.0
8154,0.0,1.0,,1.0
8155,77.0,2.0,2.0,1.0
8156,8.0,1.0,,1.0
8157,60.0,1.0,2.0,1.0
8158,85.0,2.0,2.0,1.0
8159,15.0,1.0,,1.0
8160,5.0,1.0,,1.0
8161,45.0,1.0,1.0,1.0
8162,22.0,2.0,2.0,1.0
8163,15.0,2.0,,2.0
8164,,2.0,,1.0
8165,30.0,1.0,1.0,1.0
8166,8.0,1.0,,1.0
8167,1.0,1.0,,1.0
8168,81.0,1.0,1.0,1.0
8169,,1.0,,1.0
8170,15.0,2.0,,1.0
8171,44.0,2.0,2.0,1.0
8172,37.0,2.0,2.0,2.0
8173,1.0,2.0,,1.0
8174,66.0,1.0,1.0,1.0
8175,22.0,2.0,2.0,1.0
8176,0.0,1.0,,1.0
8177,55.0,2.0,2.0,2.0
8178,0.0,2.0,,1.0
8179,2.0,1.0,,1.0
8180,47.0,2.0,2.0,1.0
8181,81.0,1.0,1.0,1.0
8182,2.0,1.0,,1.0
8183,17.0,1.0,2.0,2.0
8184,15.0,2.0,,1.0
8185,70.0,2.0,2.0,1.0
8186,99.0,1.0,1.0,1.0
8187,29.0,1.0,1.0,1.0
8188,95.0,2.0,2.0,1.0
8189,60.0,2.0,2.0,2.0
8190,5.0,1.0,,1.0
8191,13.0,2.0,,1.0
8192,80.0,1.0,2.0,1.0
8193,1.0,1.0,,1.0
8194,63.0,1.0,1.0,1.0
8195,10.0,1.0,,1.0
8196,4.0,1.0,,1.0
8197,12.0,2.0,,1.0
8198,12.0,2.0,,1.0
8199,69.0,1.0,1.0,1.0
8200,18.0,2.0,2.0,2.0
8201,51.0,2.0,2.0,1.0
8202,69.0,2.0,2.0,1.0
8203,18.0,2.0,2.0,1.0
8204,40.0,1.0,2.0,1.0
8205,12.0,1.0,,1.0
8206,37.0,2.0,2.0,1.0
8207,7.0,2.0,,1.0
8208,46.0,2.0,2.0,2.0
8209,55.0,1.0,1.0,1.0
8210,7.0,2.0,,1.0
8211,1.0,2.0,,1.0
8212,12.0,1.0,,1.0
8213,2.0,1.0,,1.0
8214,49.0,2.0,2.0,1.0
8215,31.0,1.0,2.0,2.0
8216,7.0,1.0,,1.0
8217,35.0,2.0,2.0,1.0
8218,2.0,1.0,,1.0
8219,68.0,1.0,1.0,1.0
8220,2.0,1.0,,1.0
8221,32.0,2.0,2.0,1.0
8222,30.0,2.0,2.0,2.0
8223,9.0,2.0,,1.0
8224,0.0,1.0,,1.0
8225,62.0,2.0,2.0,1.0
8226,27.0,2.0,2.0,1.0
8227,56.0,2.0,2.0,1.0
8228,13.0,1.0,,2.0
8229,17.0,2.0,2.0,1.0
8230,83.0,2.0,2.0,1.0
8231,17.0,2.0,2.0,1.0
8232,54.0,2.0,2.0,1.0
8233,30.0,2.0,2.0,1.0
8234,80.0,2.0,7.0,7.0
8235,63.0,1.0,1.0,1.0
8236,17.0,2.0,2.0,1.0
8237,3.0,1.0,,1.0
8238,19.0,2.0,2.0,1.0
8239,74.0,2.0,2.0,7.0
8240,0.0,2.0,,1.0
8241,,2.0,,2.0
8242,19.0,1.0,2.0,1.0
8243,66.0,1.0,2.0,1.0
8244,17.0,1.0,2.0,1.0
8245,11.0,1.0,,1.0
8246,60.0,2.0,2.0,1.0
8247,40.0,2.0,2.0,1.0
8248,67.0,1.0,2.0,1.0
8249,15.0,1.0,,1.0
8250,15.0,1.0,,1.0
8251,1.0,2.0,,1.0
8252,23.0,2.0,2.0,2.0
8253,11.0,2.0,,1.0
8254,12.0,1.0,,1.0
8255,2.0,1.0,,1.0
8256,8.0,1.0,,1.0
8257,43.0,1.0,2.0,1.0
8258,3.0,1.0,,1.0
8259,47.0,1.0,2.0,1.0
8260,37.0,1.0,2.0,2.0
8261,61.0,2.0,2.0,1.0
8262,19.0,1.0,2.0,2.0
8263,17.0,1.0,2.0,1.0
8264,46.0,2.0,2.0,1.0
8265,5.0,1.0,,1.0
8266,29.0,2.0,2.0,2.0
8267,48.0,1.0,2.0,1.0
8268,58.0,2.0,2.0,1.0
8269,14.0,2.0,,1.0
8270,2.0,2.0,,1.0
8271,67.0,2.0,2.0,1.0
8272,13.0,2.0,,1.0
8273,4.0,1.0,,1.0
8274,7.0,1.0,,2.0
8275,41.0,2.0,2.0,1.0
8276,22.0,2.0,2.0,1.0
8277,77.0,2.0,2.0,1.0
8278,36.0,1.0,2.0,1.0
8279,3.0,1.0,,1.0
8280,13.0,2.0,,1.0
8281,0.0,1.0,,1.0
8282,31.0,2.0,2.0,1.0
8283,11.0,1.0,,1.0
8284,0.0,1.0,,1.0
8285,61.0,2.0,2.0,1.0
8286,15.0,2.0,,1.0
8287,1.0,2.0,,1.0
8288,2.0,1.0,,1.0
8289,76.0,1.0,2.0,1.0
8290,6.0,1.0,,1.0
8291,1.0,1.0,,2.0
8292,7.0,2.0,,1.0
8293,63.0,1.0,1.0,1.0
8294,14.0,2.0,,2.0
8295,0.0,1.0,,1.0
8296,31.0,2.0,2.0,1.0
8297,0.0,1.0,,1.0
8298,45.0,2.0,2.0,2.0
8299,73.0,1.0,2.0,2.0
8300,9.0,1.0,,1.0
8301,85.0,1.0,2.0,1.0
8302,4.0,1.0,,1.0
8303,4.0,1.0,,1.0
8304,39.0,1.0,2.0,1.0
8305,13.0,1.0,,1.0
8306,13.0,2.0,,1.0
8307,32.0,1.0,2.0,2.0
8308,20.0,1.0,2.0,2.0
8309,36.0,2.0,2.0,1.0
8310,15.0,2.0,,2.0
8311,1.0,1.0,,1.0
8312,18.0,1.0,2.0,1.0
8313,1.0,1.0,,1.0
8314,70.0,1.0,2.0,1.0
8315,18.0,2.0,2.0,1.0
8316,7.0,1.0,,1.0
8317,3.0,2.0,,1.0
8318,,1.0,,1.0
8319,16.0,2.0,,1.0
8320,13.0,1.0,,1.0
8321,59.0,2.0,2.0,1.0
8322,28.0,1.0,2.0,1.0
8323,19.0,2.0,2.0,1.0
8324,12.0,2.0,,1.0
8325,39.0,2.0,2.0,1.0
8326,0.0,1.0,,1.0
8327,9.0,2.0,,1.0
8328,14.0,2.0,,1.0
8329,7.0,1.0,,1.0
8330,19.0,1.0,2.0,2.0
8331,16.0,1.0,,2.0
8332,10.0,2.0,,1.0
8333,3.0,1.0,,1.0
8334,13.0,1.0,,1.0
8335,18.0,2.0,2.0,1.0
8336,0.0,1.0,,1.0
8337,84.0,2.0,2.0,1.0
8338,23.0,1.0,2.0,2.0
8339,39.0,2.0,2.0,1.0
8340,22.0,2.0,2.0,1.0
8341,5.0,1.0,,1.0
8342,12.0,1.0,,1.0
8343,47.0,1.0,2.0,2.0
8344,11.0,2.0,,1.0
8345,2.0,2.0,,1.0
8346,9.0,1.0,,1.0
8347,26.0,2.0,2.0,1.0
8348,15.0,1.0,,1.0
8349,1.0,1.0,,1.0
8350,0.0,1.0,,1.0
8351,0.0,1.0,,1.0
8352,0.0,2.0,,1.0
8353,70.0,1.0,1.0,1.0
8354,37.0,1.0,2.0,1.0
8355,15.0,1.0,,1.0
8356,4.0,2.0,,1.0
8357,27.0,2.0,2.0,2.0
8358,20.0,2.0,2.0,2.0
8359,30.0,2.0,2.0,1.0
8360,3.0,2.0,,1.0
8361,46.0,1.0,2.0,1.0
8362,1.0,2.0,,1.0
8363,15.0,2.0,,1.0
8364,9.0,1.0,,1.0
8365,70.0,2.0,2.0,1.0
8366,36.0,1.0,2.0,1.0
8367,26.0,1.0,2.0,2.0
8368,13.0,1.0,,1.0
8369,14.0,2.0,,1.0
8370,6.0,1.0,,1.0
8371,10.0,1.0,,9.0
8372,22.0,2.0,2.0,1.0
8373,5.0,2.0,,1.0
8374,12.0,1.0,,1.0
8375,4.0,2.0,,1.0
8376,71.0,2.0,2.0,1.0
8377,4.0,1.0,,1.0
8378,18.0,2.0,2.0,1.0
8379,16.0,2.0,,1.0
8380,13.0,1.0,,1.0
8381,45.0,2.0,2.0,1.0
8382,59.0,1.0,1.0,1.0
8383,12.0,2.0,,1.0
8384,42.0,2.0,2.0,1.0
8385,30.0,2.0,2.0,1.0
8386,12.0,2.0,,1.0
8387,14.0,1.0,,2.0
8388,62.0,1.0,2.0,1.0
8389,10.0,2.0,,2.0
8390,66.0,1.0,1.0,1.0
8391,28.0,1.0,2.0,2.0
8392,52.0,1.0,2.0,2.0
8393,10.0,1.0,,1.0
8394,0.0,2.0,,1.0
8395,14.0,1.0,,1.0
8396,58.0,1.0,1.0,1.0
8397,67.0,2.0,2.0,1.0
8398,12.0,1.0,,1.0
8399,69.0,2.0,2.0,2.0
8400,37.0,2.0,2.0,2.0
8401,71.0,2.0,2.0,1.0
8402,31.0,2.0,2.0,1.0
8403,57.0,1.0,1.0,1.0
8404,14.0,1.0,,1.0
8405,62.0,2.0,2.0,1.0
8406,81.0,1.0,1.0,1.0
8407,47.0,1.0,2.0,1.0
8408,54.0,2.0,2.0,1.0
8409,2.0,1.0,,1.0
8410,7.0,1.0,,1.0
8411,15.0,1.0,,1.0
8412,62.0,2.0,2.0,2.0
8413,8.0,1.0,,1.0
8414,42.0,2.0,2.0,1.0
8415,10.0,2.0,,1.0
8416,0.0,1.0,,1.0
8417,0.0,2.0,,1.0
8418,57.0,1.0,2.0,1.0
8419,0.0,2.0,,1.0
8420,12.0,2.0,,1.0
8421,29.0,1.0,2.0,1.0
8422,32.0,2.0,2.0,1.0
8423,0.0,2.0,,1.0
8424,67.0,2.0,2.0,1.0
8425,73.0,1.0,1.0,1.0
8426,43.0,2.0,2.0,1.0
8427,39.0,1.0,2.0,1.0
8428,39.0,1.0,2.0,2.0
8429,24.0,1.0,2.0,1.0
8430,33.0,2.0,2.0,2.0
8431,36.0,2.0,2.0,1.0
8432,45.0,2.0,2.0,1.0
8433,6.0,2.0,,1.0
8434,26.0,1.0,2.0,1.0
8435,7.0,1.0,,1.0
8436,11.0,2.0,,1.0
8437,2.0,1.0,,1.0
8438,13.0,1.0,,1.0
8439,12.0,2.0,,2.0
8440,79.0,1.0,1.0,1.0
8441,72.0,1.0,1.0,1.0
8442,67.0,2.0,2.0,9.0
8443,4.0,2.0,,1.0
8444,80.0,2.0,2.0,1.0
8445,18.0,1.0,2.0,1.0
8446,16.0,1.0,,1.0
8447,1.0,2.0,,1.0
8448,31.0,2.0,2.0,1.0
8449,0.0,2.0,,1.0
8450,20.0,2.0,2.0,1.0
8451,32.0,2.0,2.0,1.0
8452,85.0,2.0,2.0,1.0
8453,18.0,2.0,2.0,1.0
8454,60.0,1.0,2.0,1.0
8455,35.0,1.0,2.0,1.0
8456,12.0,1.0,,1.0
8457,15.0,2.0,,1.0
8458,0.0,2.0,,1.0
8459,54.0,1.0,2.0,1.0
8460,75.0,2.0,2.0,1.0
8461,18.0,2.0,2.0,1.0
8462,26.0,2.0,2.0,1.0
8463,9.0,1.0,,1.0
8464,17.0,1.0,2.0,1.0
8465,17.0,2.0,2.0,1.0
8466,85.0,2.0,2.0,1.0
8467,46.0,2.0,2.0,1.0
8468,85.0,1.0,2.0,1.0
8469,16.0,2.0,,1.0
8470,67.0,2.0,2.0,1.0
8471,26.0,2.0,2.0,1.0
8472,19.0,2.0,2.0,1.0
8473,23.0,2.0,2.0,1.0
8474,14.0,2.0,,1.0
8475,64.0,1.0,1.0,1.0
8476,16.0,2.0,,2.0
8477,42.0,1.0,2.0,2.0
8478,4.0,1.0,,1.0
8479,8.0,2.0,,1.0
8480,11.0,2.0,,1.0
8481,42.0,1.0,1.0,1.0
8482,18.0,1.0,2.0,1.0
8483,18.0,1.0,2.0,1.0
8484,36.0,1.0,2.0,1.0
8485,60.0,1.0,2.0,1.0
8486,60.0,2.0,2.0,1.0
8487,62.0,1.0,2.0,1.0
8488,35.0,2.0,2.0,2.0
8489,75.0,1.0,2.0,2.0
8490,2.0,2.0,,1.0
8491,16.0,2.0,,1.0
8492,105.0,2.0,2.0,1.0
8493,,2.0,,1.0
8494,18.0,1.0,1.0,1.0
8495,10.0,2.0,,1.0
8496,73.0,2.0,2.0,1.0
8497,75.0,1.0,2.0,1.0
8498,50.0,1.0,2.0,2.0
8499,1.0,2.0,,1.0
8500,40.0,2.0,2.0,2.0
8501,54.0,1.0,2.0,1.0
8502,11.0,2.0,,1.0
8503,9.0,1.0,,1.0
8504,69.0,2.0,2.0,1.0
8505,6.0,2.0,,1.0
8506,12.0,1.0,,1.0
8507,15.0,1.0,,2.0
8508,73.0,2.0,2.0,1.0
8509,74.0,2.0,2.0,2.0
8510,18.0,1.0,2.0,1.0
8511,73.0,1.0,2.0,2.0
8512,85.0,2.0,2.0,1.0
8513,60.0,2.0,2.0,1.0
8514,78.0,2.0,2.0,1.0
8515,11.0,2.0,,1.0
8516,19.0,2.0,2.0,2.0
8517,6.0,1.0,,1.0
8518,67.0,1.0,2.0,1.0
8519,28.0,2.0,2.0,1.0
8520,9.0,2.0,,1.0
8521,17.0,2.0,2.0,1.0
8522,21.0,1.0,2.0,1.0
8523,2.0,2.0,,1.0
8524,12.0,2.0,,1.0
8525,81.0,1.0,2.0,1.0
8526,16.0,1.0,,1.0
8527,16.0,2.0,,2.0
8528,37.0,1.0,2.0,2.0
8529,0.0,2.0,,1.0
8530,7.0,1.0,,1.0
8531,0.0,1.0,,1.0
8532,73.0,2.0,2.0,1.0
8533,37.0,1.0,2.0,1.0
8534,3.0,1.0,,
8535,70.0,1.0,2.0,1.0
8536,65.0,2.0,2.0,1.0
8537,17.0,2.0,2.0,2.0
8538,24.0,2.0,2.0,2.0
8539,55.0,2.0,2.0,1.0
8540,40.0,1.0,2.0,1.0
8541,50.0,2.0,2.0,1.0
8542,3.0,2.0,,1.0
8543,8.0,1.0,,1.0
8544,85.0,1.0,2.0,1.0
8545,34.0,1.0,2.0,1.0
8546,17.0,2.0,2.0,1.0
8547,24.0,2.0,2.0,1.0
8548,81.0,1.0,2.0,1.0
8549,13.0,1.0,,1.0
8550,9.0,2.0,,2.0
8551,45.0,2.0,2.0,1.0
8552,2.0,1.0,,1.0
8553,14.0,2.0,,1.0
8554,17.0,1.0,2.0,1.0
8555,31.0,1.0,2.0,1.0
8556,14.0,2.0,,1.0
8557,35.0,2.0,2.0,1.0
8558,38.0,2.0,1.0,2.0
8559,60.0,2.0,2.0,1.0
8560,10.0,2.0,,1.0
8561,7.0,1.0,,1.0
8562,9.0,2.0,,1.0
8563,45.0,1.0,1.0,1.0
8564,22.0,2.0,2.0,1.0
8565,18.0,2.0,2.0,1.0
8566,34.0,2.0,2.0,2.0
8567,2.0,2.0,,1.0
8568,31.0,2.0,2.0,1.0
8569,41.0,2.0,2.0,1.0
8570,19.0,2.0,2.0,2.0
8571,10.0,1.0,,1.0
8572,72.0,1.0,1.0,1.0
8573,67.0,1.0,1.0,1.0
8574,0.0,2.0,,1.0
8575,18.0,2.0,2.0,1.0
8576,12.0,2.0,,1.0
8577,16.0,1.0,,1.0
8578,67.0,2.0,2.0,2.0
8579,5.0,1.0,,1.0
8580,55.0,1.0,1.0,1.0
8581,19.0,1.0,2.0,1.0
8582,9.0,1.0,,1.0
8583,13.0,1.0,,2.0
8584,52.0,1.0,2.0,1.0
8585,5.0,2.0,,1.0
8586,18.0,2.0,2.0,1.0
8587,84.0,1.0,1.0,1.0
8588,14.0,2.0,,2.0
8589,47.0,2.0,2.0,2.0
8590,10.0,2.0,,1.0
8591,13.0,2.0,,1.0
8592,10.0,2.0,,2.0
8593,16.0,2.0,,1.0
8594,13.0,1.0,,1.0
8595,17.0,2.0,2.0,1.0
8596,3.0,1.0,,1.0
8597,66.0,1.0,2.0,1.0
8598,17.0,2.0,2.0,1.0
8599,12.0,1.0,,1.0
8600,15.0,2.0,,1.0
8601,50.0,2.0,2.0,1.0
8602,1.0,1.0,,1.0
8603,15.0,1.0,,1.0
8604,78.0,1.0,2.0,1.0
8605,0.0,2.0,,1.0
8606,78.0,1.0,1.0,1.0
8607,61.0,1.0,1.0,1.0
8608,2.0,2.0,,1.0
8609,1.0,2.0,,1.0
8610,74.0,2.0,2.0,1.0
8611,16.0,2.0,,1.0
8612,-18.0,2.0,2.0,1.0
8613,43.0,1.0,2.0,1.0
8614,42.0,1.0,2.0,1.0
8615,5.0,1.0,,1.0
8616,29.0,2.0,2.0,2.0
8617,3.0,1.0,,1.0
8618,71.0,2.0,2.0,1.0
8619,38.0,2.0,2.0,1.0
8620,64.0,2.0,2.0,1.0
8621,8.0,2.0,,1.0
8622,27.0,1.0,2.0,1.0
8623,11.0,2.0,,1.0
8624,75.0,1.0,2.0,1.0
8625,38.0,1.0,2.0,1.0
8626,34.0,2.0,2.0,2.0
8627,11.0,2.0,,2.0
8628,85.0,2.0,2.0,1.0
8629,47.0,2.0,2.0,2.0
8630,17.0,2.0,2.0,1.0
8631,29.0,1.0,2.0,2.0
8632,1.0,1.0,,1.0
8633,61.0,1.0,1.0,1.0
8634,19.0,1.0,2.0,2.0
8635,7.0,1.0,,1.0
8636,10.0,2.0,,1.0
8637,25.0,1.0,2.0,1.0
8638,52.0,1.0,1.0,1.0
8639,45.0,2.0,2.0,1.0
8640,13.0,2.0,,1.0
8641,42.0,1.0,2.0,2.0
8642,16.0,1.0,,1.0
8643,2.0,2.0,,1.0
8644,9.0,1.0,,1.0
8645,61.0,1.0,1.0,1.0
8646,2.0,1.0,,1.0
8647,9.0,2.0,,1.0
8648,11.0,2.0,,1.0
8649,16.0,2.0,,1.0
8650,28.0,1.0,2.0,1.0
8651,28.0,2.0,2.0,1.0
8652,16.0,2.0,,1.0
8653,68.0,2.0,2.0,1.0
8654,14.0,1.0,,1.0
8655,0.0,1.0,,1.0
8656,0.0,1.0,,1.0
8657,2.0,1.0,,1.0
8658,8.0,2.0,,1.0
8659,2.0,1.0,,1.0
8660,0.0,1.0,,1.0
8661,73.0,1.0,1.0,1.0
8662,13.0,1.0,,1.0
8663,51.0,1.0,7.0,1.0
8664,3.0,1.0,,1.0
8665,16.0,2.0,,1.0
8666,3.0,2.0,,1.0
8667,25.0,2.0,2.0,2.0
8668,5.0,1.0,,1.0
8669,65.0,1.0,2.0,2.0
8670,30.0,2.0,2.0,1.0
8671,1.0,2.0,,1.0
8672,25.0,2.0,2.0,1.0
8673,27.0,1.0,2.0,1.0
8674,60.0,1.0,2.0,1.0
8675,9.0,1.0,,1.0
8676,0.0,2.0,,1.0
8677,16.0,1.0,,1.0
8678,18.0,1.0,2.0,1.0
8679,9.0,1.0,,1.0
8680,12.0,1.0,,1.0
8681,16.0,1.0,,1.0
8682,8.0,1.0,,1.0
8683,17.0,2.0,2.0,1.0
8684,4.0,2.0,,1.0
8685,11.0,1.0,,1.0
8686,6.0,2.0,,1.0
8687,48.0,2.0,2.0,1.0
8688,56.0,2.0,2.0,1.0
8689,18.0,2.0,2.0,1.0
8690,19.0,2.0,2.0,2.0
8691,9.0,2.0,,1.0
8692,12.0,1.0,,1.0
8693,51.0,2.0,2.0,1.0
8694,14.0,1.0,,1.0
8695,19.0,1.0,2.0,2.0
8696,13.0,2.0,,1.0
8697,70.0,1.0,1.0,1.0
8698,67.0,2.0,2.0,1.0
8699,13.0,1.0,,1.0
8700,7.0,1.0,,1.0
8701,85.0,1.0,2.0,1.0
8702,33.0,2.0,2.0,2.0
